Subject ID,Left Choice,Right Choice,Side Correct,Side Picked,Correct,Distance,Response Time,Date/Time,Consecutive Rounds
2,K,J,left,left,yes,1,0.182089146,2015-06-29T15:02:25.042,1
2,I,F,left,left,yes,3,0.180748942,2015-06-29T15:02:25.239,2
2,L,U,right,left,no,9,0.151828477,2015-06-29T15:02:25.394,3
2,I,R,right,left,no,9,0.159813689,2015-06-29T15:02:25.558,4
2,V,J,left,left,yes,12,0.141304832,2015-06-29T15:02:25.707,5
2,C,E,right,left,no,2,0.14063259,2015-06-29T15:02:25.854,6
2,O,V,right,left,no,7,0.110051624,2015-06-29T15:02:26.001,7
2,V,U,left,left,yes,1,0.129855357,2015-06-29T15:02:26.137,8
2,G,C,left,left,yes,4,0.139451465,2015-06-29T15:02:26.284,9
2,V,U,left,left,yes,1,0.145341697,2015-06-29T15:02:26.437,10
2,M,T,right,left,no,7,0.442789406,2015-06-29T15:02:26.887,11
2,Z,U,left,left,yes,5,0.135622003,2015-06-29T15:02:27.030,12
2,X,L,left,left,yes,12,0.150887682,2015-06-29T15:02:27.188,13
2,G,E,left,left,yes,2,0.155961988,2015-06-29T15:02:27.351,14
2,J,T,right,left,no,10,0.149757019,2015-06-29T15:02:27.509,15
2,O,G,left,left,yes,8,0.146700718,2015-06-29T15:02:27.663,16
2,F,V,right,left,no,16,0.154669678,2015-06-29T15:02:27.828,17
